Product,Price,Quantity,Sales,Date,Region
pink morsel,3.0,530.0,1590.0,2018-09-21,north
pink morsel,3.0,555.0,1665.0,2018-09-21,south
pink morsel,3.0,572.0,1716.0,2018-09-21,east
pink morsel,3.0,568.0,1704.0,2018-09-21,west
gold morsel,9.99,559.0,5584.41,2018-09-21,north
gold morsel,9.99,507.0,5064.93,2018-09-21,south
gold morsel,9.99,581.0,5804.1900000000005,2018-09-21,east
gold morsel,9.99,540.0,5394.6,2018-09-21,west
magenta morsel,2.5,507.0,1267.5,2018-09-21,north
magenta morsel,2.5,502.0,1255.0,2018-09-21,south
magenta morsel,2.5,529.0,1322.5,2018-09-21,east
magenta morsel,2.5,502.0,1255.0,2018-09-21,west
chartreuse morsel,3.0,510.0,1530.0,2018-09-21,north
chartreuse morsel,3.0,598.0,1794.0,2018-09-21,south
chartreuse morsel,3.0,552.0,1656.0,2018-09-21,east
chartreuse morsel,3.0,508.0,1524.0,2018-09-21,west
periwinkle morsel,1.25,520.0,650.0,2018-09-21,north
periwinkle morsel,1.25,538.0,672.5,2018-09-21,south
periwinkle morsel,1.25,530.0,662.5,2018-09-21,east
periwinkle morsel,1.25,534.0,667.5,2018-09-21,west
vermilion morsel,4.99,600.0,2994.0,2018-09-21,north
vermilion morsel,4.99,501.0,2499.9900000000002,2018-09-21,south
vermilion morsel,4.99,588.0,2934.1200000000003,2018-09-21,east
vermilion morsel,4.99,505.0,2519.9500000000003,2018-09-21,west
lapis morsel,1.99,515.0,1024.85,2018-09-21,north
lapis morsel,1.99,587.0,1168.1299999999999,2018-09-21,south
lapis morsel,1.99,588.0,1170.12,2018-09-21,east
lapis morsel,1.99,505.0,1004.95,2018-09-21,west
pink morsel,3.0,544.0,1632.0,2018-09-22,north
pink morsel,3.0,527.0,1581.0,2018-09-22,south
pink morsel,3.0,586.0,1758.0,2018-09-22,east
pink morsel,3.0,547.0,1641.0,2018-09-22,west
gold morsel,9.99,554.0,5534.46,2018-09-22,north
gold morsel,9.99,568.0,5674.32,2018-09-22,south
gold morsel,9.99,510.0,5094.900000000001,2018-09-22,east
gold morsel,9.99,548.0,5474.52,2018-09-22,west
magenta morsel,2.5,510.0,1275.0,2018-09-22,north
magenta morsel,2.5,550.0,1375.0,2018-09-22,south
magenta morsel,2.5,546.0,1365.0,2018-09-22,east
magenta morsel,2.5,502.0,1255.0,2018-09-22,west
chartreuse morsel,3.0,598.0,1794.0,2018-09-22,north
chartreuse morsel,3.0,554.0,1662.0,2018-09-22,south
chartreuse morsel,3.0,572.0,1716.0,2018-09-22,east
chartreuse morsel,3.0,584.0,1752.0,2018-09-22,west
periwinkle morsel,1.25,586.0,732.5,2018-09-22,north
periwinkle morsel,1.25,554.0,692.5,2018-09-22,south
periwinkle morsel,1.25,595.0,743.75,2018-09-22,east
periwinkle morsel,1.25,508.0,635.0,2018-09-22,west
vermilion morsel,4.99,506.0,2524.94,2018-09-22,north
vermilion morsel,4.99,531.0,2649.69,2018-09-22,south
vermilion morsel,4.99,559.0,2789.4100000000003,2018-09-22,east
vermilion morsel,4.99,502.0,2504.98,2018-09-22,west
lapis morsel,1.99,589.0,1172.11,2018-09-22,north
lapis morsel,1.99,541.0,1076.59,2018-09-22,south
lapis morsel,1.99,544.0,1082.56,2018-09-22,east
lapis morsel,1.99,572.0,1138.28,2018-09-22,west
pink morsel,3.0,577.0,1731.0,2018-09-23,north
pink morsel,3.0,559.0,1677.0,2018-09-23,south
pink morsel,3.0,576.0,1728.0,2018-09-23,east
pink morsel,3.0,585.0,1755.0,2018-09-23,west
gold morsel,9.99,591.0,5904.09,2018-09-23,north
gold morsel,9.99,543.0,5424.57,2018-09-23,south
gold morsel,9.99,533.0,5324.67,2018-09-23,east
gold morsel,9.99,548.0,5474.52,2018-09-23,west
magenta morsel,2.5,511.0,1277.5,2018-09-23,north
magenta morsel,2.5,585.0,1462.5,2018-09-23,south
magenta morsel,2.5,591.0,1477.5,2018-09-23,east
magenta morsel,2.5,537.0,1342.5,2018-09-23,west
chartreuse morsel,3.0,594.0,1782.0,2018-09-23,north
chartreuse morsel,3.0,558.0,1674.0,2018-09-23,south
chartreuse morsel,3.0,549.0,1647.0,2018-09-23,east
chartreuse morsel,3.0,574.0,1722.0,2018-09-23,west
periwinkle morsel,1.25,520.0,650.0,2018-09-23,north
periwinkle morsel,1.25,518.0,647.5,2018-09-23,south
periwinkle morsel,1.25,531.0,663.75,2018-09-23,east
periwinkle morsel,1.25,585.0,731.25,2018-09-23,west
vermilion morsel,4.99,546.0,2724.54,2018-09-23,north
vermilion morsel,4.99,559.0,2789.4100000000003,2018-09-23,south
vermilion morsel,4.99,570.0,2844.3,2018-09-23,east
vermilion morsel,4.99,567.0,2829.33,2018-09-23,west
lapis morsel,1.99,533.0,1060.67,2018-09-23,north
lapis morsel,1.99,513.0,1020.87,2018-09-23,south
lapis morsel,1.99,572.0,1138.28,2018-09-23,east
lapis morsel,1.99,511.0,1016.89,2018-09-23,west
pink morsel,3.0,537.0,1611.0,2018-09-24,north
pink morsel,3.0,531.0,1593.0,2018-09-24,south
pink morsel,3.0,599.0,1797.0,2018-09-24,east
pink morsel,3.0,520.0,1560.0,2018-09-24,west
gold morsel,9.99,572.0,5714.28,2018-09-24,north
gold morsel,9.99,519.0,5184.81,2018-09-24,south
gold morsel,9.99,532.0,5314.68,2018-09-24,east
gold morsel,9.99,587.0,5864.13,2018-09-24,west
magenta morsel,2.5,509.0,1272.5,2018-09-24,north
magenta morsel,2.5,570.0,1425.0,2018-09-24,south
magenta morsel,2.5,532.0,1330.0,2018-09-24,east
magenta morsel,2.5,570.0,1425.0,2018-09-24,west
chartreuse morsel,3.0,512.0,1536.0,2018-09-24,north
chartreuse morsel,3.0,510.0,1530.0,2018-09-24,south
chartreuse morsel,3.0,517.0,1551.0,2018-09-24,east
chartreuse morsel,3.0,596.0,1788.0,2018-09-24,west
periwinkle morsel,1.25,572.0,715.0,2018-09-24,north
periwinkle morsel,1.25,510.0,637.5,2018-09-24,south
periwinkle morsel,1.25,557.0,696.25,2018-09-24,east
periwinkle morsel,1.25,567.0,708.75,2018-09-24,west
vermilion morsel,4.99,579.0,2889.21,2018-09-24,north
vermilion morsel,4.99,577.0,2879.23,2018-09-24,south
vermilion morsel,4.99,570.0,2844.3,2018-09-24,east
vermilion morsel,4.99,590.0,2944.1,2018-09-24,west
lapis morsel,1.99,571.0,1136.29,2018-09-24,north
lapis morsel,1.99,563.0,1120.37,2018-09-24,south
lapis morsel,1.99,555.0,1104.45,2018-09-24,east
lapis morsel,1.99,540.0,1074.6,2018-09-24,west
pink morsel,3.0,510.0,1530.0,2018-09-25,north
pink morsel,3.0,590.0,1770.0,2018-09-25,south
pink morsel,3.0,537.0,1611.0,2018-09-25,east
pink morsel,3.0,567.0,1701.0,2018-09-25,west
gold morsel,9.99,555.0,5544.45,2018-09-25,north
gold morsel,9.99,510.0,5094.900000000001,2018-09-25,south
gold morsel,9.99,562.0,5614.38,2018-09-25,east
gold morsel,9.99,600.0,5994.0,2018-09-25,west
magenta morsel,2.5,518.0,1295.0,2018-09-25,north
magenta morsel,2.5,522.0,1305.0,2018-09-25,south
magenta morsel,2.5,510.0,1275.0,2018-09-25,east
magenta morsel,2.5,588.0,1470.0,2018-09-25,west
chartreuse morsel,3.0,567.0,1701.0,2018-09-25,north
chartreuse morsel,3.0,578.0,1734.0,2018-09-25,south
chartreuse morsel,3.0,540.0,1620.0,2018-09-25,east
chartreuse morsel,3.0,598.0,1794.0,2018-09-25,west
periwinkle morsel,1.25,526.0,657.5,2018-09-25,north
periwinkle morsel,1.25,508.0,635.0,2018-09-25,south
periwinkle morsel,1.25,538.0,672.5,2018-09-25,east
periwinkle morsel,1.25,538.0,672.5,2018-09-25,west
vermilion morsel,4.99,560.0,2794.4,2018-09-25,north
vermilion morsel,4.99,559.0,2789.4100000000003,2018-09-25,south
vermilion morsel,4.99,509.0,2539.9100000000003,2018-09-25,east
vermilion morsel,4.99,579.0,2889.21,2018-09-25,west
lapis morsel,1.99,523.0,1040.77,2018-09-25,north
lapis morsel,1.99,505.0,1004.95,2018-09-25,south
lapis morsel,1.99,519.0,1032.81,2018-09-25,east
lapis morsel,1.99,566.0,1126.34,2018-09-25,west
pink morsel,3.0,539.0,1617.0,2018-09-26,north
pink morsel,3.0,505.0,1515.0,2018-09-26,south
pink morsel,3.0,571.0,1713.0,2018-09-26,east
pink morsel,3.0,500.0,1500.0,2018-09-26,west
gold morsel,9.99,540.0,5394.6,2018-09-26,north
gold morsel,9.99,543.0,5424.57,2018-09-26,south
gold morsel,9.99,582.0,5814.18,2018-09-26,east
gold morsel,9.99,544.0,5434.56,2018-09-26,west
magenta morsel,2.5,582.0,1455.0,2018-09-26,north
magenta morsel,2.5,576.0,1440.0,2018-09-26,south
magenta morsel,2.5,562.0,1405.0,2018-09-26,east
magenta morsel,2.5,537.0,1342.5,2018-09-26,west
chartreuse morsel,3.0,553.0,1659.0,2018-09-26,north
chartreuse morsel,3.0,558.0,1674.0,2018-09-26,south
chartreuse morsel,3.0,534.0,1602.0,2018-09-26,east
chartreuse morsel,3.0,539.0,1617.0,2018-09-26,west
periwinkle morsel,1.25,580.0,725.0,2018-09-26,north
periwinkle morsel,1.25,559.0,698.75,2018-09-26,south
periwinkle morsel,1.25,527.0,658.75,2018-09-26,east
periwinkle morsel,1.25,596.0,745.0,2018-09-26,west
vermilion morsel,4.99,547.0,2729.53,2018-09-26,north
vermilion morsel,4.99,584.0,2914.1600000000003,2018-09-26,south
vermilion morsel,4.99,516.0,2574.84,2018-09-26,east
vermilion morsel,4.99,590.0,2944.1,2018-09-26,west
lapis morsel,1.99,588.0,1170.12,2018-09-26,north
lapis morsel,1.99,508.0,1010.92,2018-09-26,south
lapis morsel,1.99,551.0,1096.49,2018-09-26,east
lapis morsel,1.99,560.0,1114.4,2018-09-26,west
pink morsel,3.0,544.0,1632.0,2018-09-27,north
pink morsel,3.0,571.0,1713.0,2018-09-27,south
pink morsel,3.0,581.0,1743.0,2018-09-27,east
pink morsel,3.0,529.0,1587.0,2018-09-27,west
gold morsel,9.99,545.0,5444.55,2018-09-27,north
gold morsel,9.99,504.0,5034.96,2018-09-27,south
gold morsel,9.99,519.0,5184.81,2018-09-27,east
gold morsel,9.99,562.0,5614.38,2018-09-27,west
magenta morsel,2.5,576.0,1440.0,2018-09-27,north
magenta morsel,2.5,506.0,1265.0,2018-09-27,south
magenta morsel,2.5,559.0,1397.5,2018-09-27,east
magenta morsel,2.5,529.0,1322.5,2018-09-27,west
chartreuse morsel,3.0,579.0,1737.0,2018-09-27,north
chartreuse morsel,3.0,503.0,1509.0,2018-09-27,south
chartreuse morsel,3.0,518.0,1554.0,2018-09-27,east
chartreuse morsel,3.0,582.0,1746.0,2018-09-27,west
periwinkle morsel,1.25,512.0,640.0,2018-09-27,north
periwinkle morsel,1.25,550.0,687.5,2018-09-27,south
periwinkle morsel,1.25,501.0,626.25,2018-09-27,east
periwinkle morsel,1.25,578.0,722.5,2018-09-27,west
vermilion morsel,4.99,585.0,2919.15,2018-09-27,north
vermilion morsel,4.99,562.0,2804.38,2018-09-27,south
vermilion morsel,4.99,510.0,2544.9,2018-09-27,east
vermilion morsel,4.99,542.0,2704.58,2018-09-27,west
lapis morsel,1.99,583.0,1160.17,2018-09-27,north
lapis morsel,1.99,592.0,1178.08,2018-09-27,south
lapis morsel,1.99,564.0,1122.36,2018-09-27,east
lapis morsel,1.99,536.0,1066.64,2018-09-27,west
pink morsel,3.0,583.0,1749.0,2018-09-28,north
pink morsel,3.0,511.0,1533.0,2018-09-28,south
pink morsel,3.0,551.0,1653.0,2018-09-28,east
pink morsel,3.0,504.0,1512.0,2018-09-28,west
gold morsel,9.99,553.0,5524.47,2018-09-28,north
gold morsel,9.99,539.0,5384.61,2018-09-28,south
gold morsel,9.99,502.0,5014.9800000000005,2018-09-28,east
gold morsel,9.99,592.0,5914.08,2018-09-28,west
magenta morsel,2.5,592.0,1480.0,2018-09-28,north
magenta morsel,2.5,567.0,1417.5,2018-09-28,south
magenta morsel,2.5,556.0,1390.0,2018-09-28,east
magenta morsel,2.5,568.0,1420.0,2018-09-28,west
chartreuse morsel,3.0,514.0,1542.0,2018-09-28,north
chartreuse morsel,3.0,549.0,1647.0,2018-09-28,south
chartreuse morsel,3.0,512.0,1536.0,2018-09-28,east
chartreuse morsel,3.0,561.0,1683.0,2018-09-28,west
periwinkle morsel,1.25,597.0,746.25,2018-09-28,north
periwinkle morsel,1.25,570.0,712.5,2018-09-28,south
periwinkle morsel,1.25,592.0,740.0,2018-09-28,east
periwinkle morsel,1.25,597.0,746.25,2018-09-28,west
vermilion morsel,4.99,550.0,2744.5,2018-09-28,north
vermilion morsel,4.99,560.0,2794.4,2018-09-28,south
vermilion morsel,4.99,544.0,2714.56,2018-09-28,east
vermilion morsel,4.99,543.0,2709.57,2018-09-28,west
lapis morsel,1.99,547.0,1088.53,2018-09-28,north
lapis morsel,1.99,539.0,1072.61,2018-09-28,south
lapis morsel,1.99,563.0,1120.37,2018-09-28,east
lapis morsel,1.99,520.0,1034.8,2018-09-28,west
pink morsel,3.0,506.0,1518.0,2018-09-29,north
pink morsel,3.0,541.0,1623.0,2018-09-29,south
pink morsel,3.0,567.0,1701.0,2018-09-29,east
pink morsel,3.0,532.0,1596.0,2018-09-29,west
gold morsel,9.99,537.0,5364.63,2018-09-29,north
gold morsel,9.99,558.0,5574.42,2018-09-29,south
gold morsel,9.99,535.0,5344.650000000001,2018-09-29,east
gold morsel,9.99,560.0,5594.400000000001,2018-09-29,west
magenta morsel,2.5,560.0,1400.0,2018-09-29,north
magenta morsel,2.5,535.0,1337.5,2018-09-29,south
magenta morsel,2.5,560.0,1400.0,2018-09-29,east
magenta morsel,2.5,517.0,1292.5,2018-09-29,west
chartreuse morsel,3.0,568.0,1704.0,2018-09-29,north
chartreuse morsel,3.0,527.0,1581.0,2018-09-29,south
chartreuse morsel,3.0,502.0,1506.0,2018-09-29,east
chartreuse morsel,3.0,591.0,1773.0,2018-09-29,west
periwinkle morsel,1.25,510.0,637.5,2018-09-29,north
periwinkle morsel,1.25,515.0,643.75,2018-09-29,south
periwinkle morsel,1.25,578.0,722.5,2018-09-29,east
periwinkle morsel,1.25,582.0,727.5,2018-09-29,west
vermilion morsel,4.99,512.0,2554.88,2018-09-29,north
vermilion morsel,4.99,578.0,2884.2200000000003,2018-09-29,south
vermilion morsel,4.99,581.0,2899.19,2018-09-29,east
vermilion morsel,4.99,530.0,2644.7000000000003,2018-09-29,west
lapis morsel,1.99,523.0,1040.77,2018-09-29,north
lapis morsel,1.99,517.0,1028.83,2018-09-29,south
lapis morsel,1.99,594.0,1182.06,2018-09-29,east
lapis morsel,1.99,552.0,1098.48,2018-09-29,west
pink morsel,3.0,582.0,1746.0,2018-09-30,north
pink morsel,3.0,512.0,1536.0,2018-09-30,south
pink morsel,3.0,553.0,1659.0,2018-09-30,east
pink morsel,3.0,508.0,1524.0,2018-09-30,west
gold morsel,9.99,568.0,5674.32,2018-09-30,north
gold morsel,9.99,535.0,5344.650000000001,2018-09-30,south
gold morsel,9.99,586.0,5854.14,2018-09-30,east
gold morsel,9.99,551.0,5504.49,2018-09-30,west
magenta morsel,2.5,538.0,1345.0,2018-09-30,north
magenta morsel,2.5,551.0,1377.5,2018-09-30,south
magenta morsel,2.5,555.0,1387.5,2018-09-30,east
magenta morsel,2.5,596.0,1490.0,2018-09-30,west
chartreuse morsel,3.0,553.0,1659.0,2018-09-30,north
chartreuse morsel,3.0,569.0,1707.0,2018-09-30,south
chartreuse morsel,3.0,571.0,1713.0,2018-09-30,east
chartreuse morsel,3.0,597.0,1791.0,2018-09-30,west
periwinkle morsel,1.25,577.0,721.25,2018-09-30,north
periwinkle morsel,1.25,518.0,647.5,2018-09-30,south
periwinkle morsel,1.25,536.0,670.0,2018-09-30,east
periwinkle morsel,1.25,533.0,666.25,2018-09-30,west
vermilion morsel,4.99,572.0,2854.28,2018-09-30,north
vermilion morsel,4.99,541.0,2699.59,2018-09-30,south
vermilion morsel,4.99,514.0,2564.86,2018-09-30,east
vermilion morsel,4.99,509.0,2539.9100000000003,2018-09-30,west
lapis morsel,1.99,559.0,1112.41,2018-09-30,north
lapis morsel,1.99,547.0,1088.53,2018-09-30,south
lapis morsel,1.99,580.0,1154.2,2018-09-30,east
lapis morsel,1.99,539.0,1072.61,2018-09-30,west
pink morsel,3.0,594.0,1782.0,2018-10-01,north
pink morsel,3.0,544.0,1632.0,2018-10-01,south
pink morsel,3.0,585.0,1755.0,2018-10-01,east
pink morsel,3.0,550.0,1650.0,2018-10-01,west
gold morsel,9.99,595.0,5944.05,2018-10-01,north
gold morsel,9.99,599.0,5984.01,2018-10-01,south
gold morsel,9.99,598.0,5974.02,2018-10-01,east
gold morsel,9.99,567.0,5664.33,2018-10-01,west
magenta morsel,2.5,581.0,1452.5,2018-10-01,north
magenta morsel,2.5,501.0,1252.5,2018-10-01,south
magenta morsel,2.5,520.0,1300.0,2018-10-01,east
magenta morsel,2.5,547.0,1367.5,2018-10-01,west
chartreuse morsel,3.0,521.0,1563.0,2018-10-01,north
chartreuse morsel,3.0,540.0,1620.0,2018-10-01,south
chartreuse morsel,3.0,509.0,1527.0,2018-10-01,east
chartreuse morsel,3.0,561.0,1683.0,2018-10-01,west
periwinkle morsel,1.25,557.0,696.25,2018-10-01,north
periwinkle morsel,1.25,501.0,626.25,2018-10-01,south
periwinkle morsel,1.25,503.0,628.75,2018-10-01,east
periwinkle morsel,1.25,563.0,703.75,2018-10-01,west
vermilion morsel,4.99,516.0,2574.84,2018-10-01,north
vermilion morsel,4.99,502.0,2504.98,2018-10-01,south
vermilion morsel,4.99,592.0,2954.08,2018-10-01,east
vermilion morsel,4.99,529.0,2639.71,2018-10-01,west
lapis morsel,1.99,530.0,1054.7,2018-10-01,north
lapis morsel,1.99,589.0,1172.11,2018-10-01,south
lapis morsel,1.99,561.0,1116.39,2018-10-01,east
lapis morsel,1.99,525.0,1044.75,2018-10-01,west
pink morsel,3.0,560.0,1680.0,2018-10-02,north
pink morsel,3.0,567.0,1701.0,2018-10-02,south
pink morsel,3.0,600.0,1800.0,2018-10-02,east
pink morsel,3.0,580.0,1740.0,2018-10-02,west
gold morsel,9.99,516.0,5154.84,2018-10-02,north
gold morsel,9.99,502.0,5014.9800000000005,2018-10-02,south
gold morsel,9.99,528.0,5274.72,2018-10-02,east
gold morsel,9.99,599.0,5984.01,2018-10-02,west
magenta morsel,2.5,538.0,1345.0,2018-10-02,north
magenta morsel,2.5,559.0,1397.5,2018-10-02,south
magenta morsel,2.5,592.0,1480.0,2018-10-02,east
magenta morsel,2.5,531.0,1327.5,2018-10-02,west
chartreuse morsel,3.0,538.0,1614.0,2018-10-02,north
chartreuse morsel,3.0,522.0,1566.0,2018-10-02,south
chartreuse morsel,3.0,513.0,1539.0,2018-10-02,east
chartreuse morsel,3.0,551.0,1653.0,2018-10-02,west
periwinkle morsel,1.25,515.0,643.75,2018-10-02,north
periwinkle morsel,1.25,596.0,745.0,2018-10-02,south
periwinkle morsel,1.25,598.0,747.5,2018-10-02,east
periwinkle morsel,1.25,553.0,691.25,2018-10-02,west
vermilion morsel,4.99,543.0,2709.57,2018-10-02,north
vermilion morsel,4.99,582.0,2904.1800000000003,2018-10-02,south
vermilion morsel,4.99,526.0,2624.7400000000002,2018-10-02,east
vermilion morsel,4.99,543.0,2709.57,2018-10-02,west
lapis morsel,1.99,524.0,1042.76,2018-10-02,north
lapis morsel,1.99,528.0,1050.72,2018-10-02,south
lapis morsel,1.99,558.0,1110.42,2018-10-02,east
lapis morsel,1.99,560.0,1114.4,2018-10-02,west
pink morsel,3.0,521.0,1563.0,2018-10-03,north
pink morsel,3.0,596.0,1788.0,2018-10-03,south
pink morsel,3.0,512.0,1536.0,2018-10-03,east
pink morsel,3.0,588.0,1764.0,2018-10-03,west
gold morsel,9.99,513.0,5124.87,2018-10-03,north
gold morsel,9.99,507.0,5064.93,2018-10-03,south
gold morsel,9.99,554.0,5534.46,2018-10-03,east
gold morsel,9.99,564.0,5634.36,2018-10-03,west
magenta morsel,2.5,518.0,1295.0,2018-10-03,north
magenta morsel,2.5,588.0,1470.0,2018-10-03,south
magenta morsel,2.5,578.0,1445.0,2018-10-03,east
magenta morsel,2.5,549.0,1372.5,2018-10-03,west
chartreuse morsel,3.0,532.0,1596.0,2018-10-03,north
chartreuse morsel,3.0,549.0,1647.0,2018-10-03,south
chartreuse morsel,3.0,524.0,1572.0,2018-10-03,east
chartreuse morsel,3.0,546.0,1638.0,2018-10-03,west
periwinkle morsel,1.25,512.0,640.0,2018-10-03,north
periwinkle morsel,1.25,530.0,662.5,2018-10-03,south
periwinkle morsel,1.25,594.0,742.5,2018-10-03,east
periwinkle morsel,1.25,516.0,645.0,2018-10-03,west
vermilion morsel,4.99,522.0,2604.78,2018-10-03,north
vermilion morsel,4.99,547.0,2729.53,2018-10-03,south
vermilion morsel,4.99,576.0,2874.2400000000002,2018-10-03,east
vermilion morsel,4.99,599.0,2989.01,2018-10-03,west
lapis morsel,1.99,592.0,1178.08,2018-10-03,north
lapis morsel,1.99,581.0,1156.19,2018-10-03,south
lapis morsel,1.99,527.0,1048.73,2018-10-03,east
lapis morsel,1.99,511.0,1016.89,2018-10-03,west
pink morsel,3.0,504.0,1512.0,2018-10-04,north
pink morsel,3.0,520.0,1560.0,2018-10-04,south
pink morsel,3.0,542.0,1626.0,2018-10-04,east
pink morsel,3.0,599.0,1797.0,2018-10-04,west
gold morsel,9.99,551.0,5504.49,2018-10-04,north
gold morsel,9.99,547.0,5464.53,2018-10-04,south
gold morsel,9.99,550.0,5494.5,2018-10-04,east
gold morsel,9.99,570.0,5694.3,2018-10-04,west
magenta morsel,2.5,578.0,1445.0,2018-10-04,north
magenta morsel,2.5,579.0,1447.5,2018-10-04,south
magenta morsel,2.5,584.0,1460.0,2018-10-04,east
magenta morsel,2.5,525.0,1312.5,2018-10-04,west
chartreuse morsel,3.0,564.0,1692.0,2018-10-04,north
chartreuse morsel,3.0,526.0,1578.0,2018-10-04,south
chartreuse morsel,3.0,549.0,1647.0,2018-10-04,east
chartreuse morsel,3.0,566.0,1698.0,2018-10-04,west
periwinkle morsel,1.25,551.0,688.75,2018-10-04,north
periwinkle morsel,1.25,567.0,708.75,2018-10-04,south
periwinkle morsel,1.25,589.0,736.25,2018-10-04,east
periwinkle morsel,1.25,581.0,726.25,2018-10-04,west
vermilion morsel,4.99,525.0,2619.75,2018-10-04,north
vermilion morsel,4.99,546.0,2724.54,2018-10-04,south
vermilion morsel,4.99,538.0,2684.62,2018-10-04,east
vermilion morsel,4.99,540.0,2694.6,2018-10-04,west
lapis morsel,1.99,556.0,1106.44,2018-10-04,north
lapis morsel,1.99,550.0,1094.5,2018-10-04,south
lapis morsel,1.99,536.0,1066.64,2018-10-04,east
lapis morsel,1.99,565.0,1124.35,2018-10-04,west
pink morsel,3.0,593.0,1779.0,2018-10-05,north
pink morsel,3.0,561.0,1683.0,2018-10-05,south
pink morsel,3.0,571.0,1713.0,2018-10-05,east
pink morsel,3.0,598.0,1794.0,2018-10-05,west
gold morsel,9.99,586.0,5854.14,2018-10-05,north
gold morsel,9.99,561.0,5604.39,2018-10-05,south
gold morsel,9.99,510.0,5094.900000000001,2018-10-05,east
gold morsel,9.99,530.0,5294.7,2018-10-05,west
magenta morsel,2.5,542.0,1355.0,2018-10-05,north
magenta morsel,2.5,536.0,1340.0,2018-10-05,south
magenta morsel,2.5,501.0,1252.5,2018-10-05,east
magenta morsel,2.5,582.0,1455.0,2018-10-05,west
chartreuse morsel,3.0,583.0,1749.0,2018-10-05,north
chartreuse morsel,3.0,524.0,1572.0,2018-10-05,south
chartreuse morsel,3.0,523.0,1569.0,2018-10-05,east
chartreuse morsel,3.0,577.0,1731.0,2018-10-05,west
periwinkle morsel,1.25,583.0,728.75,2018-10-05,north
periwinkle morsel,1.25,558.0,697.5,2018-10-05,south
periwinkle morsel,1.25,533.0,666.25,2018-10-05,east
periwinkle morsel,1.25,515.0,643.75,2018-10-05,west
vermilion morsel,4.99,554.0,2764.46,2018-10-05,north
vermilion morsel,4.99,545.0,2719.55,2018-10-05,south
vermilion morsel,4.99,578.0,2884.2200000000003,2018-10-05,east
vermilion morsel,4.99,576.0,2874.2400000000002,2018-10-05,west
lapis morsel,1.99,582.0,1158.18,2018-10-05,north
lapis morsel,1.99,522.0,1038.78,2018-10-05,south
lapis morsel,1.99,531.0,1056.69,2018-10-05,east
lapis morsel,1.99,532.0,1058.68,2018-10-05,west
pink morsel,3.0,528.0,1584.0,2018-10-06,north
pink morsel,3.0,549.0,1647.0,2018-10-06,south
pink morsel,3.0,532.0,1596.0,2018-10-06,east
pink morsel,3.0,505.0,1515.0,2018-10-06,west
gold morsel,9.99,586.0,5854.14,2018-10-06,north
gold morsel,9.99,534.0,5334.66,2018-10-06,south
gold morsel,9.99,599.0,5984.01,2018-10-06,east
gold morsel,9.99,585.0,5844.150000000001,2018-10-06,west
magenta morsel,2.5,555.0,1387.5,2018-10-06,north
magenta morsel,2.5,531.0,1327.5,2018-10-06,south
magenta morsel,2.5,551.0,1377.5,2018-10-06,east
magenta morsel,2.5,566.0,1415.0,2018-10-06,west
chartreuse morsel,3.0,570.0,1710.0,2018-10-06,north
chartreuse morsel,3.0,561.0,1683.0,2018-10-06,south
chartreuse morsel,3.0,546.0,1638.0,2018-10-06,east
chartreuse morsel,3.0,578.0,1734.0,2018-10-06,west
periwinkle morsel,1.25,561.0,701.25,2018-10-06,north
periwinkle morsel,1.25,549.0,686.25,2018-10-06,south
periwinkle morsel,1.25,553.0,691.25,2018-10-06,east
periwinkle morsel,1.25,514.0,642.5,2018-10-06,west
vermilion morsel,4.99,586.0,2924.1400000000003,2018-10-06,north
vermilion morsel,4.99,541.0,2699.59,2018-10-06,south
vermilion morsel,4.99,566.0,2824.34,2018-10-06,east
vermilion morsel,4.99,568.0,2834.32,2018-10-06,west
lapis morsel,1.99,530.0,1054.7,2018-10-06,north
lapis morsel,1.99,519.0,1032.81,2018-10-06,south
lapis morsel,1.99,574.0,1142.26,2018-10-06,east
lapis morsel,1.99,585.0,1164.15,2018-10-06,west
pink morsel,3.0,511.0,1533.0,2018-10-07,north
pink morsel,3.0,536.0,1608.0,2018-10-07,south
pink morsel,3.0,598.0,1794.0,2018-10-07,east
pink morsel,3.0,526.0,1578.0,2018-10-07,west
gold morsel,9.99,550.0,5494.5,2018-10-07,north
gold morsel,9.99,514.0,5134.86,2018-10-07,south
gold morsel,9.99,599.0,5984.01,2018-10-07,east
gold morsel,9.99,501.0,5004.99,2018-10-07,west
magenta morsel,2.5,558.0,1395.0,2018-10-07,north
magenta morsel,2.5,588.0,1470.0,2018-10-07,south
magenta morsel,2.5,547.0,1367.5,2018-10-07,east
magenta morsel,2.5,564.0,1410.0,2018-10-07,west
chartreuse morsel,3.0,597.0,1791.0,2018-10-07,north
chartreuse morsel,3.0,504.0,1512.0,2018-10-07,south
chartreuse morsel,3.0,511.0,1533.0,2018-10-07,east
chartreuse morsel,3.0,576.0,1728.0,2018-10-07,west
periwinkle morsel,1.25,595.0,743.75,2018-10-07,north
periwinkle morsel,1.25,566.0,707.5,2018-10-07,south
periwinkle morsel,1.25,530.0,662.5,2018-10-07,east
periwinkle morsel,1.25,591.0,738.75,2018-10-07,west
vermilion morsel,4.99,505.0,2519.9500000000003,2018-10-07,north
vermilion morsel,4.99,573.0,2859.27,2018-10-07,south
vermilion morsel,4.99,503.0,2509.9700000000003,2018-10-07,east
vermilion morsel,4.99,574.0,2864.26,2018-10-07,west
lapis morsel,1.99,567.0,1128.33,2018-10-07,north
